# laowang-path-char-ngram-v1 tokens=1489910 uni=5742 bi=89292 tri=129179
# format: order\tkey\tcount   key uses \x1f as separator for multi-char contexts
1	孝	41
1	延	186
1	兴	330
1	六	495
1	隋	94
1	院	1854
1	腹	10
1	街	132
1	殮	10
1	顷	39
1	崔	10
1	庙	29
1	峡	29
1	窝	8
1	环	327
1	翠	131
1	苏	419
1	洵	2
1	吕	31
1	秀	105
1	猜	40
1	春	200
1	厂	81
1	陈	196
1	润	24
1	错	161
1	误	134
1	当	641
1	奶	29
1	玩	65
1	萨	180
1	兵	276
1	彤	13
1	愿	59
1	府	1534
1	任	1046
1	托	370
1	软	435
1	肌	7
1	纵	36
1	壤	109
1	张	301
1	伸	60
1	闭	36
1	循	97
1	致	480
1	远	193
1	净	26
1	沙	286
1	秋	162
1	留	358
1	久	170
1	篮	38
1	陽	203
1	贴	40
1	伯	366
1	煦	7
1	冬	93
1	齿	6
1	杂	157
1	审	76
1	判	224
1	籍	281
1	颠	13
1	镜	33
1	博	308
1	升	288
1	屈	11
1	夏	388
1	威	439
1	夷	124
1	没	367
1	晕	3
1	狂	16
1	漓	3
1	戴	66
1	茜	4
1	奥	283
1	板	369
1	犹	36
1	滑	32
1	翔	10
1	耳	105
1	族	1780
1	雅	183
1	丽	140
1	绝	88
1	食	299
1	功	557
1	强	342
1	型	698
1	失	418
1	波	525
1	陵	152
1	喷	15
1	验	313
1	凡	66
1	锦	85
1	冯	35
1	座	123
1	层	168
1	瑙	11
1	魯	113
1	黨	1277
1	嘅	2
1	锡	33
1	堃	4
1	靓	2
1	迪	95
1	掌	138
1	冥	10
1	宗	859
1	唐	389
1	宝	118
1	坛	31
1	例	1095
1	调	386
1	试	191
1	盟	414
1	斗	97
1	采	217
1	取	676
1	突	355
1	然	1312
1	妇	30
1	臣	110
1	领	707
1	较	316
1	继	220
1	承	264
1	宪	174
1	则	544
1	决	329
1	职	163
1	责	120
1	给	188
1	予	126
1	贸	152
1	买	26
1	卖	32
1	珍	60
1	珠	133
1	篇	126
1	章	707
1	吗	46
1	昆	75
1	筑	127
1	医	415
1	换	205
1	授	250
1	嘴	23
1	缝	7
1	供	563
1	燃	49
1	卫	187
1	估	126
1	预	134
1	装	131
1	饰	35
1	荣	95
1	剑	41
1	冠	116
1	裁	89
1	芜	39
1	氯	7
1	吧	54
1	争	547
1	框	91
1	输	156
1	见	449
1	蔡	53
1	培	157
1	诞	55
1	辰	21
1	初	547
1	帅	18
1	衔	14
1	朱	114
1	彭	55
1	怀	62
1	彪	13
1	贺	21
1	毅	35
1	桓	34
1	聂	21
1	臻	7
1	軍	1072
1	佔	189
1	甘	241
1	蔗	8
1	局	837
1	拥	167
1	蝶	13
1	庭	130
1	鄱	4
1	泽	222
1	巢	27
1	必	439
1	過	890
1	內	839
1	附	146
1	葡	60
1	萄	47
1	辟	27
1	提	1346
1	向	1166
1	被	1784
1	熊	28
1	嘎	11
1	棕	6
1	奖	275
1	圣	104
1	挥	39
1	滨	34
1	崇	113
1	塘	13
1	舟	59
1	涪	5
1	乌	129
1	萝	8
1	卜	39
1	团	230
1	剌	13
1	胞	198
1	糊	20
1	涂	35
1	膜	21
1	炎	79
1	脊	21
1	髓	12
1	券	46
1	核	734
1	唯	169
1	迅	88
1	讯	75
1	弄	13
1	还	509
1	才	343
1	贡	107
1	献	245
1	诉	29
1	未	489
1	慧	129
1	许	442
1	伟	71
1	刻	59
1	响	367
1	幽	29
1	跳	28
1	矩	16
1	既	93
1	黑	337
1	翻	321
1	译	271
1	过	1068
1	甲	190
1	划	504
1	宇	202
1	宙	162
1	磁	137
1	叮	7
1	鹿	18
1	晋	150
1	视	426
1	兆	24
1	瓦	299
1	辞	45
1	刑	101
1	叔	36
1	般	327
1	若	235
1	汪	59
1	画	113
1	讲	76
1	略	328
1	显	246
1	煽	13
1	码	266
1	效	407
1	纸	69
1	魔	45
1	襄	21
1	捣	4
1	乱	226
1	续	234
1	违	27
1	桂	47
1	宜	77
1	纽	124
1	梵	32
1	冈	33
1	评	206
1	丕	11
1	忌	15
1	遇	97
1	兩	446
1	蝕	15
1	漢	455
1	每	449
1	飲	41
1	篡	23
1	迷	46
1	招	59
1	蘭	335
1	森	227
1	刪	70
1	屬	283
1	誤	97
1	岭	82
1	逸	37
1	虚	40
1	遼	70
1	寧	97
1	屠	89
1	杀	186
1	津	168
1	帕	80
1	微	262
1	悬	21
1	钟	23
1	竿	6
1	喀	60
1	雪	96
1	谎	6
1	暴	132
1	演	871
1	侮	11
1	辱	16
1	谣	3
1	鼓	103
1	惑	17
1	吉	242
1	雾	10
1	凇	4
1	树	61
1	挂	55
1	季	220
1	蔚	13
1	壮	49
1	吸	126
1	逍	2
1	遥	15
1	良	153
1	谈	77
1	举	238
1	己	298
1	但	1220
1	辩	42
1	鸦	31
1	彩	68
1	扯	2
1	佩	34
1	屁	5
1	卢	69
1	堡	79
1	敬	70
1	摇	20
1	滚	6
1	脏	8
1	项	304
1	策	498
1	庇	11
1	偶	39
1	吨	71
1	毫	47
1	渝	7
1	哦	10
1	饿	11
1	句	89
1	针	231
1	激	136
1	豆	73
1	腐	111
1	宋	345
1	测	169
1	握	72
1	幻	25
1	虽	85
1	质	550
1	撕	4
1	碎	25
1	亡	350
1	矛	48
1	盾	45
1	問	503
1	甚	202
1	往	461
1	貼	25
1	浪	148
1	迹	46
1	退	179
1	渣	6
1	贼	6
1	歩	2
1	唾	3
1	弃	57
1	恶	41
1	馬	563
1	秒	31
1	熟	69
1	婚	69
1	姻	19
1	静	52
1	硬	146
1	井	31
1	办	255
1	默	76
1	妮	18
1	徐	105
1	稳	83
1	炸	118
1	拍	64
1	待	96
1	映	95
1	惯	40
1	谓	56
1	狭	19
1	液	47
1	晶	55
1	艰	8
1	苦	53
1	胆	7
1	锐	8
1	刊	200
1	竞	50
1	烈	142
1	丰	107
1	田	177
1	众	182
1	莉	22
1	柔	21
1	贤	27
1	淮	129
1	械	94
1	括	907
1	专	352
1	譬	25
1	及	2362
1	盆	43
1	矿	92
1	赶	10
1	邱	17
1	逢	16
1	应	773
1	吴	139
1	脸	9
1	宁	422
1	病	410
1	染	150
1	释	166
1	迦	23
1	弥	13
1	陀	31
1	剧	283
1	構	404
1	幕	92
1	楊	59
1	陕	45
1	师	205
1	役	227
1	杭	42
1	觉	95
1	阔	28
1	杏	18
1	配	238
1	薇	10
1	奸	10
1	线	456
1	拳	12
1	芗	2
1	斋	5
1	羲	20
1	曾	355
1	皆	140
1	矣	14
1	孟	75
1	尽	116
1	男	101
1	丢	9
1	貴	61
1	绘	52
1	虫	86
1	彗	8
1	撑	16
1	随	237
1	血	74
1	顺	129
1	踊	3
1	跃	80
1	帖	18
1	孙	148
1	昌	153
1	须	113
1	满	137
1	呢	46
1	适	131
1	勾	18
1	践	61
1	豪	37
1	舶	20
1	铉	2
1	避	143
1	辐	17
1	酒	108
1	恺	4
1	璽	11
1	竹	41
1	鬼	26
1	赌	2
1	痞	2
1	极	193
1	酋	20
1	鼠	32
1	宸	3
1	疑	125
1	靖	32
1	磊	4
1	杰	64
1	刺	66
1	岁	79
1	聪	7
1	唱	373
1	兼	115
1	黎	161
1	昭	72
1	虑	62
1	离	136
1	绍	68
1	幅	79
1	辉	32
1	宣	510
1	幼	38
1	顽	2
1	皮	122
1	玮	4
1	晓	41
1	辽	410
1	鞍	37
1	乎	158
1	仁	101
1	粹	95
1	玫	6
1	瑰	6
1	束	205
1	铎	5
1	夺	62
1	莎	32
1	癮	5
1	戰	1051
1	爭	481
1	罪	117
1	互	459
1	彼	86
1	曲	435
1	探	242
1	绵	17
1	斐	34
1	契	87
1	优	113
1	控	359
1	轮	56
1	蜜	41
1	闻	257
1	舍	29
1	丘	80
1	亦	339
1	执	125
1	且	662
1	野	119
1	蛮	14
1	歧	145
1	肤	6
1	醒	20
1	欣	30
1	缀	28
1	茫	2
1	浒	4
1	胤	12
1	祚	8
1	與	1769
1	熵	3
1	灭	167
1	闷	3
1	宏	101
1	筝	6
1	紀	397
1	劇	223
1	蹟	17
1	聖	114
1	楞	12
1	严	203
1	菩	6
1	寿	45
1	敏	62
1	肃	167
1	雨	118
1	霖	14
1	铃	10
1	禄	13
1	奴	80
1	隶	50
1	涅	20
1	柯	47
1	锁	21
1	岳	16
1	琉	18
1	島	378
1	腕	2
1	综	73
1	症	47
1	姆	228
1	凯	65
1	占	452
1	底	257
1	狱	7
1	猫	9
1	湘	79
1	泉	92
1	輯	187
1	頁	477
1	别	388
1	遵	119
1	傻	3
1	逼	38
1	穷	29
1	拿	97
1	倮	3
1	寒	70
1	浞	6
1	啥	2
1	呀	19
1	嵌	41
1	率	455
1	涉	130
1	渔	19
1	爸	7
1	怒	18
1	耀	73
1	污	94
1	废	81
1	绩	20
1	疆	186
1	幾	171
1	苓	5
1	齐	106
1	繁	299
1	殊	138
1	莫	133
1	罕	50
1	呵	23
1	逻	70
1	屎	3
1	丫	3
1	盧	33
1	係	347
1	尿	2
1	堇	3
1	汁	7
1	蠕	4
1	妖	2
1	郭	72
1	卍	6
1	韦	41
1	蒋	11
1	彦	17
1	雄	88
1	舞	145
1	蹈	44
1	训	50
1	练	37
1	韵	10
1	笨	3
1	缘	27
1	堆	25
1	阮	12
1	玲	11
1	詹	30
1	弦	33
1	钦	21
1	忠	67
1	硕	16
1	傷	61
1	痕	10
1	归	182
1	仲	54
1	叠	20
1	砚	2
1	货	71
1	濟	961
1	稱	765
1	規	379
1	種	731
1	負	95
1	角	371
1	遠	145
1	軸	69
1	態	245
1	諜	5
1	雙	124
1	測	287
1	材	316
1	閃	8
1	濾	6
1	劑	28
1	納	285
1	茲	71
1	呼	113
1	參	340
1	恋	18
1	聊	16
1	捐	29
1	赠	7
1	叶	138
1	虹	39
1	浦	149
1	舰	29
1	巡	96
1	洋	466
1	驱	56
